# OpenNGC selected deep-sky subset (Messier, named, bright, or large objects)
# display_name catalog_id ra_hours dec_degrees magnitude type constellation major_axis_arcmin minor_axis_arcmin position_angle_deg redshift messier
NGC 2037	NGC 2037	5.583508	-69.731583	10.31	OCl	Dor	2.9	1.3	170
NGC 2041	NGC 2041	5.607792	-66.989778	10.36	GCl	Dor	2.6	2.6
NGC 2042	NGC 2042	5.602661	-68.923444	9.58	OCl	Dor	4.5	4.5
NGC 2044	NGC 2044	5.601717	-69.198667	10.59	*Ass	Dor	5.5	4.5	100
NGC 2050	NGC 2050	5.610783	-69.383528	9.25	*Ass	Dor	3	2.4	70
NGC 2052	NGC 2052	5.619736	-69.774194	12	Neb	Dor	18	12
NGC 2055	NGC 2055	5.612425	-69.498639	8.39	*Ass	Dor	1.9	1.3	120
NGC 2060	NGC 2060	5.629694	-69.171667	9.59	SNR	Dor	2.2	2	160
M 78	M 78 · NGC 2068	5.779394	0.079306	8	RfN	Ori	4.5			0.000211	M 78
NGC 2069	NGC 2069	5.646233	-68.974389	10.1	Neb	Dor	5	2.2	30
30 Dor Cluster	NGC 2070	5.6451	-69.100889	7.25	HII	Dor	16	16		0.000838
NGC 2071	NGC 2071	5.78535	0.29425	8	Cl+N	Ori	7	5		0.000213
NGC 2074	NGC 2074	5.650994	-69.498111	8.5	Cl+N	Dor	4	3.4	50
NGC 2078	NGC 2078	5.660958	-69.743167	10.89	EmN	Dor	1.2	1.1	0
NGC 2080	NGC 2080	5.662728	-69.644111	10.42	HII	Dor	1.7	1.5	130
NGC 2083	NGC 2083	5.66645	-69.737583	10.83	Neb	Dor	2	1.8	70
NGC 2090	NGC 2090	5.783858	-34.250611	10.92	G	Col	4.47	1.67	17	0.003079
NGC 2098	NGC 2098	5.708619	-68.273167	10.73	OCl	Dor	2.2	2	140
M 37	M 37 · NGC 2099	5.871764	32.553	5.6	OCl	Aur	11.4			0.000026	M 37
NGC 2100	NGC 2100	5.702519	-69.211833	9.6	GCl	Dor	2.5	2.5
NGC 2103	NGC 2103	5.694542	-71.333139	10.82	HII	Men	4	3.5	40
NGC 2112	NGC 2112	5.895892	0.410806	9.1	OCl	Ori	21			0.000103
NGC 2122	NGC 2122	5.814586	-70.070083	10.43	Cl+N	Men	6	5	50
NGC 2129	NGC 2129	6.018483	23.322167	6.7	OCl	Gem	3.9			0.000039
NGC 2136	NGC 2136	5.882708	-69.49275	10.7	GCl	Dor	2.8	2.5	140
NGC 2141	NGC 2141	6.048628	10.446472	9.4	OCl	Ori	5.4			0.00009
NGC 2146	NGC 2146	6.310475	78.357028	10.69	G	Cam	5.31	4.32	123	0.002975
NGC 2157	NGC 2157	5.959661	-69.197222	10.16	GCl	Dor	2.8	2.8
NGC 2158	NGC 2158	6.123781	24.096167	8.6	OCl	Gem	8.4			0.000091
NGC 2164	NGC 2164	5.982294	-68.515889	10.34	GCl	Dor	2.8	2.8
M 35	M 35 · NGC 2168	6.151406	24.338639	5.1	OCl	Gem	24			-0.000021	M 35
NGC 2169	NGC 2169	6.140097	13.964861	5.9	OCl	Ori	7.2			0.000077
Monkey Head Nebula	NGC 2174	6.156561	20.659583	12	Neb	Ori	40	30
NGC 2175	NGC 2175	6.160986	20.487583	6.8	Cl+N	Ori	5.4			0.000077
NGC 2180	NGC 2180	6.160069	4.711611	9	OCl	Ori	4.2
NGC 2182	NGC 2182	6.158597	-6.326444	9	RfN	Mon	3	2
NGC 2186	NGC 2186	6.201981	5.458583	8.7	OCl	Ori	4.2			0.000067
NGC 2192	NGC 2192	6.254842	39.855222	10.9	OCl	Aur	5.4
NGC 2194	NGC 2194	6.229419	12.806667	8.5	OCl	Ori	8.7			0.000025
NGC 2204	NGC 2204	6.25895	-18.665861	8.6	OCl	CMa	6.3			0.000308
NGC 2210	NGC 2210	6.192044	-69.121389	10.94	GCl	Dor	3.3	3.3
NGC 2214	NGC 2214	6.215814	-68.260722	10.93	OCl	Dor	3.1	3.1
NGC 2215	NGC 2215	6.347014	-7.283778	8.45	OCl	Mon	8.4			-0.000008
NGC 2217	NGC 2217	6.36105	-27.23375	10.57	G	CMa	4.63	4.12	113	0.005425
NGC 2232	NGC 2232	6.466981	-4.847444	3.9	OCl	Mon	9.9			0.000086
NGC 2236	NGC 2236	6.494361	6.830694	8.5	OCl	Mon	5.4			0.0002
Rosette A	NGC 2237	6.515169	5.049167	12	Neb	Mon	80	50		0.000125
Rosette Nebula	NGC 2238	6.511214	5.013056	6	HII	Mon	80	60
NGC 2239	NGC 2239	6.5321	4.942944	4.8	Cl+N	Mon	9.3			0.000112
NGC 2243	NGC 2243	6.492911	-31.281333	9.4	OCl	CMa	5.1			0.000199
NGC 2245	NGC 2245	6.544792	10.156639	11	RfN	Mon	2	2
Rosette B	NGC 2246	6.542722	5.128278	12	Neb	Mon	10	10	90
NGC 2247	NGC 2247	6.551444	10.32225	8.5	RfN	Mon	2	2
NGC 2250	NGC 2250	6.563856	-5.084444	8.9	OCl	Mon	5.1
NGC 2251	NGC 2251	6.577356	8.366389	7.3	OCl	Mon	5.7			0.000082
NGC 2252	NGC 2252	6.578603	5.36625	7.7	OCl	Mon	6.6			0.00003
NGC 2254	NGC 2254	6.597128	7.673278	9.1	OCl	Mon	4.2			0.000176
NGC 2259	NGC 2259	6.639289	10.883611	10.8	OCl	Mon	6			0.00022
Hubble's Nebula	NGC 2261	6.652642	8.744333	11.85	RfN	Mon	2	1
Christmas Tree Cluster	NGC 2264	6.682847	9.895472	3.9	Cl+N	Mon	11.4			0.000072
NGC 2266	NGC 2266	6.722003	26.969556	9.5	OCl	Gem	4.2			0.000126
NGC 2269	NGC 2269	6.721411	4.624306	10	OCl	Mon	4.8
NGC 2281	NGC 2281	6.804956	41.078861	5.4	OCl	Aur	10.8			0.000065
NGC 2282	NGC 2282	6.780992	1.316	10	HII	Mon	3	3
NGC 2286	NGC 2286	6.794492	-3.147667	7.5	OCl	Mon	5.4			0.000119
M 41	M 41 · NGC 2287	6.76665	-20.754222	4.5	OCl	CMa	12			0.000078	M 41
NGC 2298	NGC 2298	6.816444	-36.005306	8.89	GCl	Pup	4.8			0.000491
NGC 2299	NGC 2299	6.864911	-7.082722	8.9	OCl	Mon	4.8
Great Bird Cluster	NGC 2301	6.862583	0.459194	6	OCl	Mon	10.2			0.000088
NGC 2304	NGC 2304	6.919892	17.992778	10	OCl	Gem	4.8			0.000132
NGC 2309	NGC 2309	6.934336	-7.174306	10.5	OCl	Mon	5.4			0.000186
NGC 2311	NGC 2311	6.963208	-4.611333	9.6	OCl	Mon	6
M 50	M 50 · NGC 2323	7.044575	-8.364028	5.9	OCl	Mon	14.1			0.000039	M 50
NGC 2324	NGC 2324	7.068878	1.044611	8.4	OCl	Mon	8.7			0.000139
NGC 2331	NGC 2331	7.116619	27.261583	8.5	OCl	Gem	4.8
NGC 2335	NGC 2335	7.113736	-10.028639	7.2	OCl	Mon	8.7			0.000029
NGC 2336	NGC 2336	7.451125	80.178083	10.68	G	Cam	5.01	2.81	175	0.007325
NGC 2343	NGC 2343	7.135222	-10.616806	6.7	OCl	Mon	7.5			0.00005
NGC 2345	NGC 2345	7.138553	-13.19375	7.7	OCl	CMa	6.9			0.000203
NGC 2353	NGC 2353	7.241753	-10.265861	7.1	OCl	Mon	6.6			0.000109
NGC 2354	NGC 2354	7.234797	-25.688917	6.5	OCl	CMa	4.8			0.000111
NGC 2355	NGC 2355	7.283128	13.749861	9.7	OCl	Gem	6			0.000118
Caroline's Cluster	NGC 2360	7.295311	-15.641306	7.2	OCl	CMa	9			0.000091
NGC 2362	NGC 2362	7.311519	-24.954194	4.1	OCl	CMa	7.2			0.000096
NGC 2367	NGC 2367	7.334594	-21.884083	7.9	OCl	CMa	5.4			0.000143
NGC 2374	NGC 2374	7.398908	-13.263361	8	OCl	CMa	9			0.000091
NGC 2383	NGC 2383	7.411083	-20.947639	8.4	OCl	CMa	4.2			0.00024
NGC 2384	NGC 2384	7.419397	-21.019861	7.4	OCl	CMa	4.8			0.000153
Eskimo Nebula	NGC 2392	7.486322	20.911833	9.61	PN	Gem	0.86			0.000281
NGC 2395	NGC 2395	7.453569	13.608194	8	OCl	Gem	4.62
NGC 2396	NGC 2396	7.467478	-11.719667	7.4	OCl	Pup	6.6			0.000059
NGC 2403	NGC 2403	7.614278	65.602556	8.43	G	Cam	19.95	10.07	126	0.00043
NGC 2409	NGC 2409	7.526867	-17.190417	7.3	OCl	Pup	0.11			0.000053
NGC 2414	NGC 2414	7.553556	-15.453861	7.9	OCl	Pup	5.4			0.000247
NGC 2419	NGC 2419	7.635542	38.879972	10.05	GCl	Lyn	4.5			-0.000069
NGC 2420	NGC 2420	7.639972	21.574083	8.3	OCl	Gem	7.5			0.000248
NGC 2421	NGC 2421	7.603281	-20.61225	8.3	OCl	Pup	5.1
M 47	M 47 · NGC 2422	7.609728	-14.482611	4.4	OCl	Pup	19.8			0.000114	M 47
NGC 2423	NGC 2423	7.618536	-13.8715	6.7	OCl	Pup	11.7			0.000062
NGC 2432	NGC 2432	7.681631	-19.069083	10.2	OCl	Pup	5.4			0.000172
M 46	M 46 · NGC 2437	7.696339	-14.81	6.1	OCl	Pup	21			0.000164	M 46
NGC 2438	NGC 2438	7.697331	-14.735778	10.8	PN	Pup	1.07			0.000257
NGC 2439	NGC 2439	7.679281	-31.692417	6.9	OCl	Pup	8.7			0.000227
NGC 2440	NGC 2440	7.698711	-18.208472	9.4	PN	Pup	0.27			0.000209
NGC 2442	NGC 2442	7.606622	-69.530833	10.63	G	Vol	4.68	3.09	23	0.004846
M 93	M 93 · NGC 2447	7.741453	-23.853083	6.2	OCl	Pup	15			0.000072	M 93
NGC 2451	NGC 2451	7.754169	-37.967444	9.5	OCl	Pup	37.5			0.000076
NGC 2453	NGC 2453	7.792814	-27.194806	8.3	OCl	Pup	3			0.000113
NGC 2455	NGC 2455	7.816278	-21.297944	10.2	OCl	Pup	4.5			0.00023
NGC 2477	NGC 2477	7.869383	-38.53325	5.8	OCl	Pup	18.6			0.000024
NGC 2479	NGC 2479	7.918353	-17.707806	9.6	OCl	Pup	6.3
NGC 2482	NGC 2482	7.919547	-24.254639	7.3	OCl	Pup	6.6			0.000131
NGC 2483	NGC 2483	7.927442	-27.886833	7.6	OCl	Pup	3.3			0.000405
NGC 2489	NGC 2489	7.937483	-30.060833	7.9	OCl	Pup	4.2			0.000126
NGC 2506	NGC 2506	8.000494	-10.769639	7.6	OCl	Mon	10.8			0.000283
NGC 2509	NGC 2509	8.013283	-19.050528	9.3	OCl	Pup	4.8			0.000203
NGC 2516	NGC 2516	7.968628	-60.753472	3.8	OCl	Car	24.3			0.000081
NGC 2520	NGC 2520	8.082828	-28.146667	6.5	OCl	Pup	9.3
NGC 2533	NGC 2533	8.117806	-29.883861	7.6	OCl	Pup	4.98			0.000117
Bear Claw Nebula	NGC 2537	8.220733	45.989806	11.71	G	Lyn	2.07	1.96	165	0.001491
NGC 2539	NGC 2539	8.176939	-12.820667	6.5	OCl	Pup	12.3			0.000098
NGC 2546	NGC 2546	8.204342	-37.594306	6.3	OCl	Pup	16.5			0.000054
NGC 2547	NGC 2547	8.169303	-49.205667	4.7	OCl	Vel	7.8			0.000047
M 48	M 48 · NGC 2548	8.228661	-5.750444	5.8	OCl	Hya	28.2			0.000138	M 48
NGC 2566	NGC 2566	8.312683	-25.499528	10.81	G	Pup	3.98	2.75	56	0.005448
NGC 2567	NGC 2567	8.309772	-30.635611	7.4	OCl	Pup	6			0.000123
NGC 2571	NGC 2571	8.315653	-29.749278	7	OCl	Pup	7.2			0.000147
Polarissima Australis	NGC 2573	1.693703	-89.334528	13.53	G	Oct	1.92	0.74	78	0.008215
NGC 2580	NGC 2580	8.35775	-30.293472	9.7	OCl	Pup	3			0.000225
NGC 2587	NGC 2587	8.390022	-29.508722	9.2	OCl	Pup	6			0.000163
NGC 2613	NGC 2613	8.556344	-22.973667	10.38	G	Pyx	7.62	1.79	113	0.005606
NGC 2627	NGC 2627	8.620817	-29.950417	8.4	OCl	Pyx	5.4			0.000096
Beehive	M 44 · NGC 2632	8.672833	19.672056	3.1	OCl	Cnc	108.6			0.000116	M 44
NGC 2645	NGC 2645	8.650867	-46.227306	7.32	OCl	Vel	6.6			0.000056
NGC 2655	NGC 2655	8.927147	78.223083	10.39	G	Cam	3.93	2.06	16	0.004713
NGC 2658	NGC 2658	8.724261	-32.656222	9.2	OCl	Pyx	7.2			0.000177
NGC 2659	NGC 2659	8.709172	-45.000528	8.6	OCl	Vel	5.1			0.000055
NGC 2660	NGC 2660	8.710553	-47.200667	8.8	OCl	Vel	3.6			0.000079
NGC 2663	NGC 2663	8.752292	-33.79475	10.59	G	Pyx	3.9	2.75	111	0.007078
NGC 2669	NGC 2669	8.772936	-52.947528	6.1	OCl	Vel	8.4			0.00007
NGC 2670	NGC 2670	8.758189	-48.791639	7.8	OCl	Vel	4.2			0.000022
NGC 2681	NGC 2681	8.892428	51.313667	10.86	G	UMa	3.97	3.97	70	0.00225
M 67	M 67 · NGC 2682	8.855592	11.811944	6.9	OCl	Cnc	33			0.000113	M 67
NGC 2683	NGC 2683	8.878147	33.42175	9.69	G	Lyn	9.48	2.7	44	0.001364
Helix Galaxy	NGC 2685	8.926308	58.734389	11.35	G	UMa	4.33	2.31	38	0.002915
Pencil Nebula	NGC 2736	9.004706	-45.948056	12	HII	Vel	30	7
NGC 2768	NGC 2768	9.19375	60.037222	9.87	G	UMa	5.64	2.24	93	0.00459
NGC 2775	NGC 2775	9.172256	7.037944	10.24	G	Cnc	4.25	3.36	159	0.004513
NGC 2784	NGC 2784	9.205417	-24.172611	10.1	G	Hya	4.82	1.85	73	0.002348
NGC 2808	NGC 2808	9.200706	-64.862833	5.69	GCl	Car	9			0.000347
NGC 2835	NGC 2835	9.298031	-22.354667	10.64	G	Hya	6.43	3.72	179	0.002957
NGC 2841	NGC 2841	9.367397	50.976528	10.18	G	UMa	6.9	3.31	147	0.0019
NGC 2859	NGC 2859	9.405147	34.5135	10.94	G	LMi	3.19	2.78	85	0.005614
NGC 2867	NGC 2867	9.356936	-58.311667	9.7	PN	Car	0.23			0.00006
NGC 2903	NGC 2903	9.536142	21.500833	8.91	G	Leo	11.94	5.28	22	0.001855
NGC 2910	NGC 2910	9.508061	-52.914	7.2	OCl	Vel	4.8
NGC 2925	NGC 2925	9.553033	-53.395972	8.3	OCl	Vel	7.5			0.000005
NGC 2972	NGC 2972	9.669867	-50.320944	9.9	OCl	Vel	3.6			0.00007
NGC 2974	NGC 2974	9.709244	-3.699139	10.89	G	Sex	3.48	2.13	44	0.006578
NGC 2976	NGC 2976	9.787628	67.916389	10.16	G	UMa	5.77	3.01	143	0.00004
NGC 2985	NGC 2985	9.839508	72.278639	10.51	G	UMa	3.61	2.92	177	0.004306
NGC 2986	NGC 2986	9.737789	-21.278	10.64	G	Hya	4.81	3.85	42	0.007725
NGC 2997	NGC 2997	9.760775	-31.191083	9.41	G	Ant	10.26	6.21	97	0.003611
Bode's Galaxy	M 81 · NGC 3031	9.925881	69.065306	6.92	G	UMa	21.63	11.25	157	-0.00014	M 81
NGC 3033	NGC 3033	9.809733	-56.430056	8.8	OCl	Vel	4.8			0.000089
Cigar Galaxy	M 82 · NGC 3034	9.931314	69.679389	8.3	G	UMa	10.99	5.11	66	0.00073	M 82
NGC 3077	NGC 3077	10.055297	68.733917	9.88	G	UMa	5.21	4.32	49	0.00004
NGC 3079	NGC 3079	10.032722	55.679778	10.71	G	UMa	8.18	1.29	166	0.003766
NGC 3091	NGC 3091	10.003969	-19.636972	11	G	Hya	3.69	2.18	144	0.012166
NGC 3105	NGC 3105	10.010978	-54.787694	9.7	OCl	Vel	4.08			0.000151
NGC 3109	NGC 3109	10.051911	-26.159583	10.54	G	Hya	16	2.74	93	0.001345
NGC 3114	NGC 3114	10.041547	-60.130528	4.2	OCl	Car	12.3			-0.000012
Spindle Galaxy	NGC 3115	10.087217	-7.718583	9.09	G	Sex	7.1	3.01	43	0.002222
Eight-Burst Nebula	NGC 3132	10.117147	-40.436583	9.2	PN	Vel	0.5			0.000163
NGC 3136	NGC 3136	10.096711	-67.377972	10.67	G	Car	4.2	2.94	27	0.00535
NGC 3166	NGC 3166	10.229333	3.424722	10.62	G	Sex	4.5	2.84	87	0.00444
NGC 3169	NGC 3169	10.237514	3.466083	10.89	G	Sex	4.34	2.65	49	0.00418
Polarissima Borealis	NGC 3172	11.787222	89.093056	15	G	UMi	1.14	1	85	0.02033
NGC 3184	NGC 3184	10.304683	41.424056	9.84	G	UMa	7.4	7.18	117	0.00197
NGC 3198	NGC 3198	10.331931	45.549611	10.38	G	UMa	6.46	1.84	30	0.00227
NGC 3199	NGC 3199	10.290119	-57.922222	12	Neb	Car	20	15
NGC 3201	NGC 3201	10.293544	-46.411222	8.24	GCl	Vel	9.6			0.00165
NGC 3211	NGC 3211	10.297364	-62.670056	10.7	PN	Car	0.27			-0.000053
NGC 3223	NGC 3223	10.359744	-34.266806	10.96	G	Ant	4.28	2.79	132	0.009704
NGC 3228	NGC 3228	10.356178	-51.722583	6	OCl	Vel	6.6			0.000046
Jupiter's Ghost Nebula	NGC 3242	10.4128	-18.642222	7.7	PN	Hya	0.42			0.000016
NGC 3245	NGC 3245	10.455108	28.507444	10.75	G	LMi	3.61	2.3	176	0.004453
NGC 3247	NGC 3247	10.403889	-57.763333	7.6	HII	Car	5	5
NGC 3255	NGC 3255	10.442044	-60.675194	11	OCl	Car	4.8			0.000073
NGC 3293	NGC 3293	10.596881	-58.224472	4.7	OCl	Car	5.1			-0.00004
NGC 3324	NGC 3324	10.621169	-58.619556	6.7	Cl+N	Car	4.8			-0.000024
NGC 3330	NGC 3330	10.645953	-54.130722	7.4	OCl	Vel	5.1			-0.00002
NGC 3338	NGC 3338	10.702094	13.747	10.88	G	Leo	1.23	0.71	98	0.004342
NGC 3344	NGC 3344	10.725319	24.922222	9.98	G	LMi	6.7	6.37	150	0.001951
NGC 3348	NGC 3348	10.786111	72.839667	10.92	G	UMa	2.13	2.13	65	0.009457
M 95	M 95 · NGC 3351	10.732694	11.703806	9.77	G	Leo	7.23	4.45	11	0.00256	M 95
NGC 3359	NGC 3359	10.776906	63.224222	10.55	G	UMa	4.07	2.83	167	0.003373
M 96	M 96 · NGC 3368	10.779372	11.819944	9.21	G	Leo	8.26	5.51	5	0.003012	M 96
Carina Nebula	NGC 3372	10.752369	-59.866694	3	HII	Car	120	120
NGC 3377	NGC 3377	10.795092	13.985917	10.27	G	Leo	3.87	1.87	36	0.002322
M 105	M 105 · NGC 3379	10.797108	12.581611	9.27	G	Leo	4.89	4.25	71	0.002922	M 105
NGC 3384	NGC 3384	10.804692	12.629278	9.96	G	Leo	5.24	2.37	53	0.002442
NGC 3412	NGC 3412	10.848133	13.412139	10.53	G	Leo	3.96	2.17	155	0.002885
NGC 3486	NGC 3486	11.006631	28.975139	10.57	G	LMi	5.82	4.12	80	0.002272
NGC 3489	NGC 3489	11.005158	13.901222	10.23	G	Leo	3.44	2.03	70	0.002325
NGC 3496	NGC 3496	10.992725	-60.336861	8.2	OCl	Car	6			0.000032
NGC 3519	NGC 3519	11.067436	-61.36825	7.7	OCl	Car	4.8			-0.000081
NGC 3521	NGC 3521	11.096828	-0.035861	9.11	G	Leo	8.32	4.47	162	0.002663
Wishing Well Cluster	NGC 3532	11.096617	-58.7705	3	OCl	Car	12			0.000016
M 108	M 108 · NGC 3556	11.191936	55.674111	10.05	G	UMa	3.98	1.66	79	0.002328	M 108
NGC 3557	NGC 3557	11.166011	-37.539167	10.42	G	Cen	4.36	3.43	32	0.01013
the Guitar	NGC 3561	11.187	28.696472	14.7	G	UMa	1.71	1.71	175	0.02875
NGC 3572	NGC 3572	11.172	-60.248361	6.6	OCl	Car	4.08			-0.000028
NGC 3579	NGC 3579	11.199889	-61.243222	12	Neb	Car	20	15
NGC 3585	NGC 3585	11.221414	-26.754833	9.69	G	Hya	6.61	3.27	104	0.0047
Owl Nebula	M 97 · NGC 3587	11.246586	55.019028	9.9	PN	UMa	3.58			0	M 97
NGC 3590	NGC 3590	11.216381	-60.789028	8.2	OCl	Car	5.1			-0.000024
NGC 3593	NGC 3593	11.243611	12.817667	10.91	G	Leo	4.69	1.85	91	0.002091
NGC 3607	NGC 3607	11.281844	18.05175	10	G	Leo	4.59	4.03	120	0.00319
NGC 3608	NGC 3608	11.283042	18.148694	10.63	G	Leo	3.18	2.67	78	0.003959
NGC 3610	NGC 3610	11.307019	58.786278	10.77	G	UMa	2.39	2.37	135	0.005904
NGC 3613	NGC 3613	11.310031	58	10.81	G	UMa	3.55	1.78	100	0.006738
NGC 3621	NGC 3621	11.304586	-32.814056	9.55	G	Hya	9.79	4.03	161	0.002437
M 65	M 65 · NGC 3623	11.315533	13.092361	9.32	G	Leo	7.64	1.97	173	0.00254	M 65
NGC 3626	NGC 3626	11.334392	18.356833	10.98	G	Leo	2.94	1.94	157	0.004977
M 66	M 66 · NGC 3627	11.337489	12.991528	8.92	G	Leo	10.28	4.61	168	0.00234	M 66
NGC 3628	NGC 3628	11.338047	13.589694	9.45	G	Leo	11.04	3.44	104	0.00288
NGC 3631	NGC 3631	11.350797	53.169556	10.42	G	UMa	3.72	3.08	118	0.00384
NGC 3640	NGC 3640	11.351903	3.234833	10.41	G	Leo	4.33	3.81	98	0.004396
NGC 3665	NGC 3665	11.412131	38.762861	10.83	G	UMa	4.06	3	29	0.00665
NGC 3675	NGC 3675	11.435717	43.585917	10.09	G	UMa	5.9	3.27	178	0.002542
NGC 3680	NGC 3680	11.426967	-43.250111	7.6	OCl	Cen	5.7			0.000006
NGC 3699	NGC 3699	11.465875	-59.958056	11.3	PN	Cen	0.75			-0.000053
NGC 3705	NGC 3705	11.502072	9.276639	10.97	G	Leo	4.31	1.74	121	0.003356
NGC 3718	NGC 3718	11.543014	53.067917	10.7	G	UMa	4.7	2.34	9	0.003306
NGC 3726	NGC 3726	11.555867	47.029194	10.49	G	UMa	5.27	3.54	14	0.002872
Pearl Cluster	NGC 3766	11.603997	-61.605167	5.3	OCl	Cen	6.9			-0.000052
NGC 3810	NGC 3810	11.682989	11.471139	10.75	G	Leo	3.35	2.29	28	0.0033
NGC 3877	NGC 3877	11.768806	47.494333	11	G	UMa	5.36	1.23	36	0.00302
NGC 3887	NGC 3887	11.784603	-16.854611	10.93	G	Crt	3.27	2.57	10	0.004029
NGC 3893	NGC 3893	11.810608	48.710833	10.63	G	UMa	2.69	1.43	158	0.003242
NGC 3898	NGC 3898	11.820936	56.084361	10.72	G	UMa	3.47	2.11	107	0.003929
NGC 3904	NGC 3904	11.820339	-29.27675	10.79	G	Hya	3.47	2.51	11	0.005344
Blue Planetary	NGC 3918	11.838319	-57.182333	8.1	PN	Cen	0.32			-0.000055
NGC 3923	NGC 3923	11.850469	-28.806028	9.6	G	Hya	6.89	4.55	48	0.005767
Miniature Spiral	NGC 3928	11.863228	48.683139	12.48	G	UMa	1.36	1.25	0	0.003288
NGC 3938	NGC 3938	11.880403	44.120722	10.36	G	UMa	3.55	3.44	28	0.00291
NGC 3941	NGC 3941	11.882044	36.986333	10.37	G	UMa	3.51	2.33	10	0.003075
NGC 3945	NGC 3945	11.887147	60.675556	10.75	G	UMa	5.55	3.29	15	0.004153
NGC 3949	NGC 3949	11.894922	47.858694	10.89	G	UMa	2.26	1.32	116	0.002665
NGC 3953	NGC 3953	11.896922	52.326778	10.1	G	UMa	6.14	3.13	14	0.003509
NGC 3960	NGC 3960	11.842558	-55.669833	8.3	OCl	Cen	6			-0.000075
NGC 3962	NGC 3962	11.911139	-13.975028	10.65	G	Crt	4.17	3	10	0.006074
M 109	M 109 · NGC 3992	11.959994	53.374528	9.88	G	UMa	8.07	5.64	78	0.003496	M 109
NGC 4026	NGC 4026	11.990331	50.961694	10.78	G	UMa	4.41	0.87	178	0.003142
NGC 4030	NGC 4030	12.006564	-1.100083	10.51	G	Vir	3.78	2.65	19	0.004906
NGC 4036	NGC 4036	12.024097	61.895778	10.84	G	UMa	4.85	2.08	83	0.004777
Antennae Galaxies	NGC 4038	12.031392	-18.867611	10.2	G	Crv	5.42	3.78	80	0.005593
Antennae Galaxies	NGC 4039	12.031531	-18.886194	11.04	G	Crv	5.36	2.73	50	0.005474
NGC 4051	NGC 4051	12.052669	44.531333	11.37	G	UMa	4.89	4.26	146	0.00216
NGC 4052	NGC 4052	12.034775	-63.223472	8.8	OCl	Cru	5.1			-0.000009
NGC 4088	NGC 4088	12.092831	50.539028	10.6	G	UMa	7.01	2.65	44	0.002515
NGC 4096	NGC 4096	12.100314	47.478444	10.57	G	UMa	5.65	1.43	20	0.00185
NGC 4103	NGC 4103	12.110992	-61.250083	7.4	OCl	Cru	7.8			-0.00004
NGC 4105	NGC 4105	12.111325	-29.760222	10.62	G	Hya	4.33	3.41	136	0.0063
NGC 4111	NGC 4111	12.117536	43.065722	10.81	G	CVn	1.78	0.64	152	0.002635
NGC 4125	NGC 4125	12.135006	65.174139	9.71	G	Dra	5.87	4.58	95	0.004483
NGC 4147	NGC 4147	12.168381	18.542139	10.74	GCl	Com	2.4			0.000599
NGC 4179	NGC 4179	12.214475	1.299694	10.93	G	Vir	4.48	1.22	146	0.00411
M 98	M 98 · NGC 4192	12.230081	14.900333	10.84	G	Com	11.04	2.66	152	-0.0004	M 98
Medusa Galaxy Merger	NGC 4194	12.235964	54.526833	12.77	G	UMa	1.64	1.14	170	0.00818
NGC 4214	NGC 4214	12.260881	36.326889	9.77	G	CVn	6.79	5.28	128	0.000977
NGC 4216	NGC 4216	12.265122	13.149389	9.93	G	Vir	7.82	1.84	20	-0.00025
NGC 4230	NGC 4230	12.285936	-55.286139	9.4	OCl	Cen	5.4
NGC 4236	NGC 4236	12.278367	69.462583	9.77	G	Dra	23.5	6.85	161	-0.000003
NGC 4244	NGC 4244	12.291572	37.807111	10.18	G	CVn	16.22	7.24	45	0.000814
NGC 4251	NGC 4251	12.302292	28.175389	10.77	G	Com	2.34	1.23	100	0.003562
Coma Pinwheel	M 99 · NGC 4254	12.313778	14.4165	9.84	G	Com	5.04	4.74	23	0.008036	M 99
M 106	M 106 · NGC 4258	12.315972	47.303972	9.29	G	CVn	16.98	7.24	150	0.001541	M 106
NGC 4267	NGC 4267	12.329233	12.798278	10.89	G	Vir	2.55	1.76	143	0.00317
NGC 4274	NGC 4274	12.330719	29.614472	10.42	G	Com	3.63	1.7	102	0.00312
NGC 4278	NGC 4278	12.335228	29.28075	10.21	G	Com	2.89	2.83	35	0.00225
NGC 4293	NGC 4293	12.353581	18.382389	10.17	G	Com	6.24	3.72	72	0.00311
M 61	M 61 · NGC 4303	12.36525	4.473639	10.25	G	Vir	6.89	6.56	20	0.00523	M 61
NGC 4314	NGC 4314	12.375506	29.895889	10.57	G	Com	3.7	3.56	150	0.003292
M 100	M 100 · NGC 4321	12.381897	15.821806	9.47	G	Com	6.1	5.62	108	0.005251	M 100
NGC 4337	NGC 4337	12.400919	-58.123778	8.9	OCl	Cru	6.6			-0.000052
NGC 4349	NGC 4349	12.401678	-61.870444	7.4	OCl	Cru	6.3			-0.000038
NGC 4350	NGC 4350	12.399408	16.693417	10.87	G	Com	2.8	1.33	28	0.00412
NGC 4361	NGC 4361	12.408544	-18.784833	10.9	PN	Crv	1.05			0.000033
NGC 4365	NGC 4365	12.407856	7.317667	9.43	G	Vir	5.12	3.66	40	-0.00022
NGC 4371	NGC 4371	12.415397	11.704222	10.83	G	Vir	3.88	1.81	96	0.003142
NGC 4372	NGC 4372	12.429272	-72.659083	9.85	GCl	Mus	12			0.000252
NGC 4373	NGC 4373	12.421617	-39.759722	10.92	G	Cen	3.98	2.11	54	0.011348
